"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
".Sugarscape 3 Wealth Distribution.tmp.nlogo"
"meta vs growth"
"02/27/2024 01:12:56:877 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","max-meta","min-meta","sugar-growback-rate","visualization","initial-population","[step]","mean [metabolism] of turtles","mean [vision] of turtles","(gini-index-reserve / count turtles) * 2","mean [age] of turtles"
"14215","5","1","0.2","no-visualization","500","300","1.612","4","0.3578092550790067","25.152"
"14216","6","1","0.2","no-visualization","500","300","1.724","4","0.34515992926759076","25.602"
"14221","1","1","0.3","no-visualization","500","300","1","4","0.19277184032174025","44.878"
"14220","10","1","0.2","no-visualization","500","300","2.302","4","0.3505316600114093","23.914"
"14218","8","1","0.2","no-visualization","500","300","2.012","4","0.34861985510707694","24.69"
"14219","9","1","0.2","no-visualization","500","300","2.194","4","0.3652131683208756","24.758"
"14222","2","1","0.3","no-visualization","500","300","1.178","4","0.26607265524671847","34.696"
"14223","3","1","0.3","no-visualization","500","300","1.36","4","0.280185015377932","32.426"
"14224","4","1","0.3","no-visualization","500","300","1.452","4","0.2842404729278265","31.146"
"14225","5","1","0.3","no-visualization","500","300","1.536","4","0.2898476866697208","31.258"
"14226","6","1","0.3","no-visualization","500","300","1.722","4","0.30397873033884176","28.688"
"14227","7","1","0.3","no-visualization","500","300","1.842","4","0.30516323194179046","28.628"
"14228","8","1","0.3","no-visualization","500","300","1.966","4","0.3087236912588264","28.236"
"14231","1","1","0.4","no-visualization","500","300","1","4","0.18666771194982676","46.56"
"14230","10","1","0.3","no-visualization","500","300","2.2","4","0.31231422574685475","25.202"
"14229","9","1","0.3","no-visualization","500","300","2.054","4","0.3237591458164191","26.998"
"14232","2","1","0.4","no-visualization","500","300","1.232","4","0.31408482929172543","34.594"
"14233","3","1","0.4","no-visualization","500","300","1.386","4","0.335668110617609","30.994"
"14234","4","1","0.4","no-visualization","500","300","1.49","4","0.32624637260592","29.736"
"14235","5","1","0.4","no-visualization","500","300","1.61","4","0.35526903062741577","29.788"
"14236","6","1","0.4","no-visualization","500","300","1.864","4","0.353628383664528","26.946"
"14237","7","1","0.4","no-visualization","500","300","1.858","4","0.34192062629118225","29.366"
"14238","8","1","0.4","no-visualization","500","300","2.076","4","0.3661167656535069","26.324"
"14239","9","1","0.4","no-visualization","500","300","2.016","4","0.36684901825504834","29.172"
"14241","1","1","0.5","no-visualization","500","300","1","4","0.23163679971723614","41.892"
"14242","2","1","0.5","no-visualization","500","300","1.356","4","0.4174610596409961","33.406"
"14240","10","1","0.4","no-visualization","500","300","2.228","4","0.3606257342178796","26.17"
"14243","3","1","0.5","no-visualization","500","300","1.508","4","0.42272835820895543","32.488"
"14245","5","1","0.5","no-visualization","500","300","1.792","4","0.4501437199938052","31.12"
"14244","4","1","0.5","no-visualization","500","300","1.582","4","0.41792912040990615","32.036"
"14246","6","1","0.5","no-visualization","500","300","1.802","4","0.441614598756293","30.1"
"14249","9","1","0.5","no-visualization","500","300","2.068","4","0.4412553031799331","29.018"
"14247","7","1","0.5","no-visualization","500","300","1.944","4","0.461666692907187","29.078"
"14248","8","1","0.5","no-visualization","500","300","2.06","4","0.44515148332895726","29.056"
"14251","1","1","0.6","no-visualization","500","300","1","4","0.2544450646392717","42.544"
"14250","10","1","0.5","no-visualization","500","300","2.372","4","0.4579579951468493","25.746"
"14252","2","1","0.6","no-visualization","500","300","1.454","4","0.44735630456747566","39.786"
"14253","3","1","0.6","no-visualization","500","300","1.574","4","0.4536852932104976","35.916"
"14254","4","1","0.6","no-visualization","500","300","1.72","4","0.48495513031530396","33.91"
"14255","5","1","0.6","no-visualization","500","300","1.814","4","0.48361038395094397","31.756"
"14257","7","1","0.6","no-visualization","500","300","2.022","4","0.48927963904605","32.3"
"14258","8","1","0.6","no-visualization","500","300","2.152","4","0.48897694601139374","32.5"
"14256","6","1","0.6","no-visualization","500","300","1.82","4","0.47346674158881824","33.596"
"14259","9","1","0.6","no-visualization","500","300","2.17","4","0.48323070582174116","30.19"
"14260","10","1","0.6","no-visualization","500","300","2.322","4","0.4936450813063779","30.026"
"14261","1","1","0.7","no-visualization","500","300","1","4","0.24078906151226015","42.456"
"14262","2","1","0.7","no-visualization","500","300","1.47","4","0.42543709929053797","43.042"
"14263","3","1","0.7","no-visualization","500","300","1.612","4","0.45013866352355714","35.886"
"14265","5","1","0.7","no-visualization","500","300","1.872","4","0.4647897918244253","33.154"
"14264","4","1","0.7","no-visualization","500","300","1.692","4","0.45754055341119865","36.67"
"14266","6","1","0.7","no-visualization","500","300","1.988","4","0.4782897675902778","33.61"
"14268","8","1","0.7","no-visualization","500","300","2.152","4","0.47458692731285207","32.57"
"14267","7","1","0.7","no-visualization","500","300","1.97","4","0.4600630084721986","33.664"
"14269","9","1","0.7","no-visualization","500","300","2.296","4","0.4778450005927195","32.794"
"14271","1","1","0.8","no-visualization","500","300","1","4","0.25511503477795644","43.16"
"14270","10","1","0.7","no-visualization","500","300","2.17","4","0.47317558398508297","32.966"
"14272","2","1","0.8","no-visualization","500","300","1.502","4","0.3959898139730397","44.398"
"14273","3","1","0.8","no-visualization","500","300","1.572","4","0.4184921677834831","34.492"
"14275","5","1","0.8","no-visualization","500","300","1.744","4","0.44895092446673923","36.466"
"14274","4","1","0.8","no-visualization","500","300","1.738","4","0.4324387279820309","33.814"
"14276","6","1","0.8","no-visualization","500","300","1.98","4","0.4571059514027469","34.872"
"14277","7","1","0.8","no-visualization","500","300","1.92","4","0.45289764794329274","33.708"
"14278","8","1","0.8","no-visualization","500","300","2.168","4","0.46351951640760014","31.866"
"14279","9","1","0.8","no-visualization","500","300","2.174","4","0.4524443893629831","32.462"
"14280","10","1","0.8","no-visualization","500","300","2.202","4","0.4653247134128603","32.788"
"14281","1","1","0.9","no-visualization","500","300","1","4","0.2455094122686386","45.578"
"14282","2","1","0.9","no-visualization","500","300","1.478","4","0.36000817073516317","45.112"
"14284","4","1","0.9","no-visualization","500","300","1.724","4","0.4444486932751782","33.846"
"14283","3","1","0.9","no-visualization","500","300","1.612","4","0.38924059592112226","37.22"
"14286","6","1","0.9","no-visualization","500","300","2.086","4","0.46956557053476333","32.146"
"14285","5","1","0.9","no-visualization","500","300","1.838","4","0.45707777584602355","33.366"
"14288","8","1","0.9","no-visualization","500","300","2.168","4","0.45216426566498763","34.05"
"14287","7","1","0.9","no-visualization","500","300","2.036","4","0.4544585612249763","33.358"
"14290","10","1","0.9","no-visualization","500","300","2.288","4","0.45996986090092573","30.32"
"14289","9","1","0.9","no-visualization","500","300","2.23","4","0.46016197353855887","33.824"
"14293","3","1","1","no-visualization","500","300","1.638","4","0.4193311258278142","37.636"
"14291","1","1","1","no-visualization","500","300","1","4","0.2935900834132593","45.008"
"14292","2","1","1","no-visualization","500","300","1.484","4","0.36950820504144793","44.916"
"14294","4","1","1","no-visualization","500","300","1.738","4","0.45332022271032335","35.386"
"14295","5","1","1","no-visualization","500","300","1.856","4","0.43265009540508426","35.826"
"14296","6","1","1","no-visualization","500","300","1.914","4","0.45335331884131225","34.022"
"14297","7","1","1","no-visualization","500","300","1.986","4","0.4593634046326057","31.808"
"14299","9","1","1","no-visualization","500","300","2.336","4","0.473318549009519","32.252"
"14298","8","1","1","no-visualization","500","300","2.218","4","0.46349574299012386","30.04"
"14301","1","1","1.1","no-visualization","500","300","1","4","0.2806733332091895","44.646"
"14300","10","1","1","no-visualization","500","300","2.272","4","0.46615122056599717","31.838"
"14302","2","1","1.1","no-visualization","500","300","1.498","4","0.41587902899206763","43.606"
"14303","3","1","1.1","no-visualization","500","300","1.636","4","0.4142570842961699","37.366"
"14305","5","1","1.1","no-visualization","500","300","1.92","4","0.4494188402284139","33.326"
"14304","4","1","1.1","no-visualization","500","300","1.802","4","0.4350499633749555","35.218"
"14306","6","1","1.1","no-visualization","500","300","1.932","4","0.46139097158875997","33.918"
"14307","7","1","1.1","no-visualization","500","300","1.982","4","0.44941808617517254","32.934"
"14311","1","1","1.2","no-visualization","500","300","1","4","0.30996679592680776","43.388"
"14308","8","1","1.1","no-visualization","500","300","2.084","4","0.4372719165732667","32.748"
"14310","10","1","1.1","no-visualization","500","300","2.306","4","0.4653574474066437","31.922"
"14312","2","1","1.2","no-visualization","500","300","1.488","4","0.3669670782237478","43.976"
"14309","9","1","1.1","no-visualization","500","300","2.214","4","0.47294534330545607","31.046"
"14314","4","1","1.2","no-visualization","500","300","1.78","4","0.4352888643548953","36.46"
"14313","3","1","1.2","no-visualization","500","300","1.65","4","0.42129409503306176","36.924"
"14316","6","1","1.2","no-visualization","500","300","2.112","4","0.47558924079643117","31.364"
"14315","5","1","1.2","no-visualization","500","300","1.816","4","0.4478001155167348","34.184"
"14319","9","1","1.2","no-visualization","500","300","2.164","4","0.46592298264176235","33.11"
"14318","8","1","1.2","no-visualization","500","300","2.208","4","0.4537473868503603","32.582"
"14317","7","1","1.2","no-visualization","500","300","2.056","4","0.46317278038211146","33.346"
"14320","10","1","1.2","no-visualization","500","300","2.308","4","0.47763704422253933","30.726"
"14321","1","1","1.3","no-visualization","500","300","1","4","0.31440299106641056","44.55"
"14322","2","1","1.3","no-visualization","500","300","1.452","4","0.3641716143356737","40.826"
"14323","3","1","1.3","no-visualization","500","300","1.69","4","0.4402308817495852","36.342"
"14324","4","1","1.3","no-visualization","500","300","1.826","4","0.44969826523216483","34.242"
"14325","5","1","1.3","no-visualization","500","300","1.896","4","0.45839651650759417","35.318"
"14329","9","1","1.3","no-visualization","500","300","2.494","4","0.5038513040745786","29.076"
"14326","6","1","1.3","no-visualization","500","300","2.036","4","0.4838302517264424","31.966"
"14327","7","1","1.3","no-visualization","500","300","2.092","4","0.4645286445754033","34.48"
"14328","8","1","1.3","no-visualization","500","300","2.218","4","0.46690174517766997","32.51"
"14330","10","1","1.3","no-visualization","500","300","2.482","4","0.4994393091082076","28.464"
"14331","1","1","1.4","no-visualization","500","300","1","4","0.297507033524275","47.042"
"14333","3","1","1.4","no-visualization","500","300","1.788","4","0.4479803429421363","38.106"
"14332","2","1","1.4","no-visualization","500","300","1.47","4","0.35294331983805666","42.34"
"14334","4","1","1.4","no-visualization","500","300","1.872","4","0.45793049125728547","37.738"
"14335","5","1","1.4","no-visualization","500","300","1.97","4","0.48456299948242426","36.126"
"14336","6","1","1.4","no-visualization","500","300","2.076","4","0.4788019954515444","33.724"
"14337","7","1","1.4","no-visualization","500","300","2.102","4","0.4718689828838366","34.442"
"14339","9","1","1.4","no-visualization","500","300","2.406","4","0.47256585423708697","32.858"
"14338","8","1","1.4","no-visualization","500","300","2.208","4","0.49642392948627445","32.746"
"14340","10","1","1.4","no-visualization","500","300","2.394","4","0.4836309157424075","31.518"
"14342","2","1","1.5","no-visualization","500","300","1.49","4","0.3496702707814515","41.496"
"14341","1","1","1.5","no-visualization","500","300","1","4","0.31884975094617457","45.182"
"14343","3","1","1.5","no-visualization","500","300","1.764","4","0.44207849276010497","40.384"
"14346","6","1","1.5","no-visualization","500","300","2.124","4","0.5023632853039848","32.014"
"14345","5","1","1.5","no-visualization","500","300","2.08","4","0.4825523205004369","35.41"
"14344","4","1","1.5","no-visualization","500","300","1.852","4","0.4661855435181432","38.262"
"14347","7","1","1.5","no-visualization","500","300","2.33","4","0.5095556963567689","34.28"
"14348","8","1","1.5","no-visualization","500","300","2.176","4","0.4935934944575687","34.968"
"14349","9","1","1.5","no-visualization","500","300","2.332","4","0.5066548844077338","32.724"
"14350","10","1","1.5","no-visualization","500","300","2.444","4","0.5156474381231089","31.486"
"14351","1","1","1.6","no-visualization","500","300","1","4","0.3183547164806853","43.878"
"14352","2","1","1.6","no-visualization","500","300","1.452","4","0.35438631468459314","43.058"
"14353","3","1","1.6","no-visualization","500","300","1.848","4","0.47462714265251293","40.076"
"14356","6","1","1.6","no-visualization","500","300","2.132","4","0.5195714084493818","34.714"
"14355","5","1","1.6","no-visualization","500","300","1.972","4","0.48023040013783","33.98"
"14354","4","1","1.6","no-visualization","500","300","1.986","4","0.49349310675317","36.288"
"14357","7","1","1.6","no-visualization","500","300","2.192","4","0.5088431503030517","33.278"
"14358","8","1","1.6","no-visualization","500","300","2.292","4","0.5057059054602593","34.848"
"14359","9","1","1.6","no-visualization","500","300","2.328","4","0.4954961533678022","34.306"
"14360","10","1","1.6","no-visualization","500","300","2.496","4","0.5241460496281567","34.47"
"14362","2","1","1.7","no-visualization","500","300","1.482","4","0.3537796872094833","42.432"
"14365","5","1","1.7","no-visualization","500","300","2.118","4","0.5069056373812851","35.544"
"14363","3","1","1.7","no-visualization","500","300","1.958","4","0.46892419642669747","40.06"
"14361","1","1","1.7","no-visualization","500","300","1","4","0.32132583860874625","44.994"
"14364","4","1","1.7","no-visualization","500","300","1.936","4","0.4630629502947382","37.326"
"14367","7","1","1.7","no-visualization","500","300","2.192","4","0.4991915835298388","34.748"
"14366","6","1","1.7","no-visualization","500","300","2.132","4","0.4991402670911823","36.9"
"14368","8","1","1.7","no-visualization","500","300","2.3","4","0.5136454494312646","35.75"
"14369","9","1","1.7","no-visualization","500","300","2.456","4","0.5253839977218291","33.6"
"14370","10","1","1.7","no-visualization","500","300","2.336","4","0.5147915030089009","34.354"
"14371","1","1","1.8","no-visualization","500","300","1","4","0.32822162087020995","43.824"
"14372","2","1","1.8","no-visualization","500","300","1.488","4","0.3421092015965695","42.306"
"14373","3","1","1.8","no-visualization","500","300","1.922","4","0.4610356053224284","41.172"
"14374","4","1","1.8","no-visualization","500","300","1.98","4","0.47512267485359005","36.024"
"14376","6","1","1.8","no-visualization","500","300","2.182","4","0.5006292752387606","35.016"
"14375","5","1","1.8","no-visualization","500","300","1.998","4","0.47746590499964003","37.654"
"14377","7","1","1.8","no-visualization","500","300","2.162","4","0.5009379800728614","33.394"
"14378","8","1","1.8","no-visualization","500","300","2.382","4","0.5111853050595242","33.12"
"14379","9","1","1.8","no-visualization","500","300","2.416","4","0.5158837969496926","34.914"
"14380","10","1","1.8","no-visualization","500","300","2.692","4","0.5130322592363856","33.63"
"14381","1","1","1.9","no-visualization","500","300","1","4","0.3094220496832297","45.202"
"14382","2","1","1.9","no-visualization","500","300","1.498","4","0.33820886007130596","43.544"
"14383","3","1","1.9","no-visualization","500","300","1.85","4","0.45164671973747733","43.376"
"14384","4","1","1.9","no-visualization","500","300","1.9","4","0.4692786579472852","38.222"
"14386","6","1","1.9","no-visualization","500","300","2.144","4","0.4985303841461626","35.566"
"14385","5","1","1.9","no-visualization","500","300","1.984","4","0.4801689215443849","36.866"
"14387","7","1","1.9","no-visualization","500","300","2.236","4","0.488410866800727","34.176"
"14388","8","1","1.9","no-visualization","500","300","2.278","4","0.49392090479372336","33.594"
"14389","9","1","1.9","no-visualization","500","300","2.492","4","0.5187613708104442","31.87"
"14391","1","1","2","no-visualization","500","300","1","4","0.35873271497064996","44.516"
"14390","10","1","1.9","no-visualization","500","300","2.482","4","0.5144660913664797","33.942"
"14392","2","1","2","no-visualization","500","300","1.452","4","0.41497927491388853","42.038"
"14393","3","1","2","no-visualization","500","300","1.854","4","0.4275698029007064","40.822"
"14394","4","1","2","no-visualization","500","300","1.986","4","0.4701983786361468","36.422"
"14395","5","1","2","no-visualization","500","300","2.052","4","0.4720720884196634","36.96"
"14396","6","1","2","no-visualization","500","300","2.208","4","0.4965450028051613","35.14"
"14397","7","1","2","no-visualization","500","300","2.206","4","0.4828026714158506","33.766"
"14398","8","1","2","no-visualization","500","300","2.332","4","0.49945680645588025","33.034"
"14399","9","1","2","no-visualization","500","300","2.436","4","0.5224998730857087","33.456"
"14401","1","1","0.1","no-visualization","500","300","1","4","0.3752462018356861","15.016"
"14400","10","1","2","no-visualization","500","300","2.452","4","0.49112249679501374","31.734"
"14402","2","1","0.1","no-visualization","500","300","1.292","4","0.3875283383522855","11.9"
"14403","3","1","0.1","no-visualization","500","300","1.578","4","0.38060099661861535","10.53"
"14404","4","1","0.1","no-visualization","500","300","1.752","4","0.37294881469042385","9.586"
"14406","6","1","0.1","no-visualization","500","300","2.184","4","0.3931665550972814","8.972"
"14407","7","1","0.1","no-visualization","500","300","2.46","4","0.39283952639150177","8.804"
"14405","5","1","0.1","no-visualization","500","300","1.974","4","0.3777454910734673","9.756"
"14408","8","1","0.1","no-visualization","500","300","2.858","4","0.39120420675766365","7.964"
"14410","10","1","0.1","no-visualization","500","300","3.206","4","0.3803001470682272","7.788"
"14409","9","1","0.1","no-visualization","500","300","2.996","4","0.3842371922379876","7.772"
"14411","1","1","0.2","no-visualization","500","300","1","4","0.3325257183965467","38.74"
"14412","2","1","0.2","no-visualization","500","300","1.188","4","0.34202309676890913","31.238"
"14413","3","1","0.2","no-visualization","500","300","1.318","4","0.35274517565561625","30.95"
"14414","4","1","0.2","no-visualization","500","300","1.428","4","0.35293482853892394","28.974"
"14416","6","1","0.2","no-visualization","500","300","1.67","4","0.3411325149015117","26.972"
"14415","5","1","0.2","no-visualization","500","300","1.57","4","0.3547599703136597","26.734"
"14417","7","1","0.2","no-visualization","500","300","1.888","4","0.3576490592449258","25.322"
"14418","8","1","0.2","no-visualization","500","300","2.164","4","0.35488512816279355","26.252"
"14419","9","1","0.2","no-visualization","500","300","2.086","4","0.36520444831735766","27.034"
"14421","1","1","0.3","no-visualization","500","300","1","4","0.1912341875107651","44.778"
"14420","10","1","0.2","no-visualization","500","300","2.368","4","0.35037910125425686","23.3"
"14422","2","1","0.3","no-visualization","500","300","1.168","4","0.2519054708520175","33.538"
"14423","3","1","0.3","no-visualization","500","300","1.29","4","0.27438527702440896","33.504"
"14424","4","1","0.3","no-visualization","500","300","1.456","4","0.29046292420215886","30.688"
"14425","5","1","0.3","no-visualization","500","300","1.68","4","0.3089654271234046","28.78"
"14426","6","1","0.3","no-visualization","500","300","1.718","4","0.2894039046266185","29.9"
"14427","7","1","0.3","no-visualization","500","300","1.856","4","0.32113058380271925","27.432"
"14428","8","1","0.3","no-visualization","500","300","1.95","4","0.310270169779496","27.382"
"14431","1","1","0.4","no-visualization","500","300","1","4","0.2067958187951529","43.968"
"14429","9","1","0.3","no-visualization","500","300","2.118","4","0.308107885931295","27.696"
"14430","10","1","0.3","no-visualization","500","300","2.408","4","0.312377236514822","26.354"
"14433","3","1","0.4","no-visualization","500","300","1.382","4","0.34233662620793526","31.618"
"14432","2","1","0.4","no-visualization","500","300","1.242","4","0.3082528711148975","33.16"
"14434","4","1","0.4","no-visualization","500","300","1.502","4","0.32664839250565003","31.34"
"14435","5","1","0.4","no-visualization","500","300","1.624","4","0.34125297663903553","28.236"
"14436","6","1","0.4","no-visualization","500","300","1.75","4","0.351995161710521","28.696"
"14437","7","1","0.4","no-visualization","500","300","1.886","4","0.3688785814350691","27.834"
"14438","8","1","0.4","no-visualization","500","300","2.066","4","0.37974743346190026","26.394"
"14439","9","1","0.4","no-visualization","500","300","2.344","4","0.36570612723541485","26.39"
"14440","10","1","0.4","no-visualization","500","300","2.342","4","0.363380606221648","27.188"
"14441","1","1","0.5","no-visualization","500","300","1","4","0.20720228769164217","45.22"
"14442","2","1","0.5","no-visualization","500","300","1.318","4","0.3964099001002453","34.642"
"14443","3","1","0.5","no-visualization","500","300","1.442","4","0.4139831640058056","32.394"
"14444","4","1","0.5","no-visualization","500","300","1.56","4","0.39923998288892093","30.868"
"14445","5","1","0.5","no-visualization","500","300","1.672","4","0.4262295379039569","28.942"
"14446","6","1","0.5","no-visualization","500","300","1.924","4","0.45985050376329084","28.418"
"14448","8","1","0.5","no-visualization","500","300","2.14","4","0.45265090983438966","27.932"
"14447","7","1","0.5","no-visualization","500","300","1.854","4","0.45774192552575743","29.788"
"14449","9","1","0.5","no-visualization","500","300","2.046","4","0.4287374841925171","28.796"
"14451","1","1","0.6","no-visualization","500","300","1","4","0.2366036092676673","43.696"
"14452","2","1","0.6","no-visualization","500","300","1.422","4","0.4466125506807872","41.604"
"14450","10","1","0.5","no-visualization","500","300","2.354","4","0.4526774193548383","27.026"
"14453","3","1","0.6","no-visualization","500","300","1.578","4","0.4682442206939399","35.71"
"14455","5","1","0.6","no-visualization","500","300","1.78","4","0.482492589387892","35.86"
"14456","6","1","0.6","no-visualization","500","300","1.832","4","0.48426083295913747","31.964"
"14454","4","1","0.6","no-visualization","500","300","1.708","4","0.4740590234809438","32.584"
"14457","7","1","0.6","no-visualization","500","300","2.036","4","0.491096008892814","31.162"
"14461","1","1","0.7","no-visualization","500","300","1","4","0.23473102306053859","43.644"
"14458","8","1","0.6","no-visualization","500","300","2.042","4","0.47496663916067405","32.518"
"14459","9","1","0.6","no-visualization","500","300","2.262","4","0.49577567381843124","31.792"
"14460","10","1","0.6","no-visualization","500","300","2.24","4","0.4899426061315377","31.638"
"14462","2","1","0.7","no-visualization","500","300","1.478","4","0.43316489447832934","44.372"
"14463","3","1","0.7","no-visualization","500","300","1.602","4","0.4276807734658937","35.94"
"14464","4","1","0.7","no-visualization","500","300","1.712","4","0.44928480673159604","35.956"
"14466","6","1","0.7","no-visualization","500","300","1.872","4","0.45734583126519296","34.048"
"14467","7","1","0.7","no-visualization","500","300","1.954","4","0.469832146183771","31.81"
"14465","5","1","0.7","no-visualization","500","300","1.872","4","0.4779053901668921","31.696"
"14468","8","1","0.7","no-visualization","500","300","2.222","4","0.4782211887765923","33.262"
"14469","9","1","0.7","no-visualization","500","300","2.166","4","0.46862983194531516","30.786"
"14470","10","1","0.7","no-visualization","500","300","2.23","4","0.480241179336898","31.6"
"14471","1","1","0.8","no-visualization","500","300","1","4","0.2498080615710839","43.488"
"14472","2","1","0.8","no-visualization","500","300","1.492","4","0.37694468862377956","45.632"
"14473","3","1","0.8","no-visualization","500","300","1.692","4","0.42292048192771076","36.994"
"14474","4","1","0.8","no-visualization","500","300","1.696","4","0.42159316269912306","37.518"
"14476","6","1","0.8","no-visualization","500","300","1.912","4","0.46019726560211843","34.186"
"14475","5","1","0.8","no-visualization","500","300","1.848","4","0.4613138361956962","34.57"
"14477","7","1","0.8","no-visualization","500","300","2.02","4","0.43972094562300057","33.988"
"14478","8","1","0.8","no-visualization","500","300","2.156","4","0.44494440054683876","31.834"
"14479","9","1","0.8","no-visualization","500","300","2.19","4","0.4619954961499345","32.63"
"14480","10","1","0.8","no-visualization","500","300","2.246","4","0.45289513685360855","32.31"
"14481","1","1","0.9","no-visualization","500","300","1","4","0.26416386877266756","43.168"
"14483","3","1","0.9","no-visualization","500","300","1.668","4","0.40831151603794674","34.328"
"14482","2","1","0.9","no-visualization","500","300","1.468","4","0.3601653504483499","43.812"
"14484","4","1","0.9","no-visualization","500","300","1.75","4","0.4302265309110006","35.076"
"14485","5","1","0.9","no-visualization","500","300","1.868","4","0.45642567306043474","34.344"
"14486","6","1","0.9","no-visualization","500","300","1.9","4","0.437474006811616","32.816"
"14487","7","1","0.9","no-visualization","500","300","2.006","4","0.45020888060719005","34.274"
"14488","8","1","0.9","no-visualization","500","300","2.216","4","0.45354765335148806","33.86"
"14489","9","1","0.9","no-visualization","500","300","2.244","4","0.46951327456034214","32.94"
"14490","10","1","0.9","no-visualization","500","300","2.274","4","0.4684770007154046","34.848"
"14491","1","1","1","no-visualization","500","300","1","4","0.30078858402743747","42.224"
"14492","2","1","1","no-visualization","500","300","1.476","4","0.3865172733289214","41.786"
"14493","3","1","1","no-visualization","500","300","1.696","4","0.4271497883761741","35.964"
"14494","4","1","1","no-visualization","500","300","1.736","4","0.45276253602305494","36.522"
"14495","5","1","1","no-visualization","500","300","1.922","4","0.45285971782629736","35.214"
"14497","7","1","1","no-visualization","500","300","2.014","4","0.4497642444260939","32.216"
"14496","6","1","1","no-visualization","500","300","1.868","4","0.44782922544048975","33.598"
"14498","8","1","1","no-visualization","500","300","2.014","4","0.4467587975787427","33.766"
"14499","9","1","1","no-visualization","500","300","2.282","4","0.4671093339298702","30.434"
"14502","2","1","1.1","no-visualization","500","300","1.49","4","0.3803003012926422","43.534"
"14501","1","1","1.1","no-visualization","500","300","1","4","0.28454005018092865","44.606"
"14500","10","1","1","no-visualization","500","300","2.36","4","0.48444771723122215","32.272"
"14503","3","1","1.1","no-visualization","500","300","1.62","4","0.41145601724505687","35.026"
"14504","4","1","1.1","no-visualization","500","300","1.722","4","0.4350962919758488","36.302"
"14506","6","1","1.1","no-visualization","500","300","1.912","4","0.43357125507238053","34.06"
"14505","5","1","1.1","no-visualization","500","300","1.758","4","0.4311818681022879","35.34"
"14507","7","1","1.1","no-visualization","500","300","2","4","0.4519816544871909","33.484"
"14508","8","1","1.1","no-visualization","500","300","2.22","4","0.4606123965707799","30.18"
"14509","9","1","1.1","no-visualization","500","300","2.29","4","0.49605181046368196","31.932"
"14510","10","1","1.1","no-visualization","500","300","2.218","4","0.4641685272624423","33.51"
"14512","2","1","1.2","no-visualization","500","300","1.512","4","0.36920441581720237","44.074"
"14511","1","1","1.2","no-visualization","500","300","1","4","0.29844744355047986","43.344"
"14513","3","1","1.2","no-visualization","500","300","1.658","4","0.43117809994487266","35.548"
"14514","4","1","1.2","no-visualization","500","300","1.768","4","0.4434527247321842","34.262"
"14515","5","1","1.2","no-visualization","500","300","1.87","4","0.4526457504097398","33.146"
"14516","6","1","1.2","no-visualization","500","300","1.986","4","0.4543791535072933","32.568"
"14517","7","1","1.2","no-visualization","500","300","2","4","0.4754334991360803","32.774"
"14519","9","1","1.2","no-visualization","500","300","2.314","4","0.45858248454774975","30.538"
"14518","8","1","1.2","no-visualization","500","300","2.1","4","0.4603436878856947","32.322"
"14520","10","1","1.2","no-visualization","500","300","2.208","4","0.44893274290716234","32.088"
"14521","1","1","1.3","no-visualization","500","300","1","4","0.3097549348190393","43.542"
"14522","2","1","1.3","no-visualization","500","300","1.446","4","0.36151141854862556","44.266"
"14523","3","1","1.3","no-visualization","500","300","1.714","4","0.4418335905440002","37.028"
"14524","4","1","1.3","no-visualization","500","300","1.814","4","0.45525034038638473","36.654"
"14526","6","1","1.3","no-visualization","500","300","2.072","4","0.4643319764210766","32.216"
"14525","5","1","1.3","no-visualization","500","300","1.946","4","0.4718271119116901","35.452"
"14528","8","1","1.3","no-visualization","500","300","2.296","4","0.4970659562818513","30.32"
"14527","7","1","1.3","no-visualization","500","300","2.08","4","0.461214471492446","34.004"
"14529","9","1","1.3","no-visualization","500","300","2.118","4","0.4647547072773508","33.306"
"14532","2","1","1.4","no-visualization","500","300","1.482","4","0.34182848096535495","43.534"
"14530","10","1","1.3","no-visualization","500","300","2.452","4","0.4680024886958924","31.108"
"14531","1","1","1.4","no-visualization","500","300","1","4","0.31509980522634223","44.146"
"14533","3","1","1.4","no-visualization","500","300","1.804","4","0.45723003716938104","36.43"
"14534","4","1","1.4","no-visualization","500","300","1.876","4","0.4625226755243631","36.212"
"14535","5","1","1.4","no-visualization","500","300","2.044","4","0.4941490351681002","36.034"
"14536","6","1","1.4","no-visualization","500","300","2.152","4","0.4837375160400801","35.088"
"14537","7","1","1.4","no-visualization","500","300","2.234","4","0.490747280755286","34.668"
"14538","8","1","1.4","no-visualization","500","300","2.224","4","0.48825313345710136","33.134"
"14540","10","1","1.4","no-visualization","500","300","2.434","4","0.5182064486198095","32.476"
"14539","9","1","1.4","no-visualization","500","300","2.438","4","0.48462883325512796","32.54"
"14541","1","1","1.5","no-visualization","500","300","1","4","0.3276327519493809","43.784"
"14542","2","1","1.5","no-visualization","500","300","1.464","4","0.37531174062973344","40.616"
"14543","3","1","1.5","no-visualization","500","300","1.834","4","0.48290411184210524","39.192"
"14545","5","1","1.5","no-visualization","500","300","2.006","4","0.49628252263048633","36.774"
"14544","4","1","1.5","no-visualization","500","300","1.924","4","0.4723453016266061","37.662"
"14546","6","1","1.5","no-visualization","500","300","2.114","4","0.5086658193372675","35.538"
